Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG01461,OPZZ Voivodship Council Kuyavian-Pomeranian,OPZZ,WRKP,PRL NGO Leadership Body Regional or Local,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01462,OPZZ Voivodship Council świętokrzyskie,OPZZ,WRSW,PRL NGO Leadership Body Regional or Local,Organization,NA,All-Poland Alliance of Trade Unions Member
ORG01463,Agricultural Ciricle Kończyce Wielkie,OR,KW,PRL NGO,Organization,NA,Agricultural Ciricle Kończyce Wielkie
ORG01464,Off-Road Construction Company Gostyn,ORCCG,,Factory,Organization,NA,Off-Road Construction Company Gostyn
ORG01465,"""Ość""",OSC,,Periodical,Organization,"""Osc""","""Ość"""
ORG01466,Orthopedic Supply Clinic Białystok,OSCBK,,Medical Facility,Organization,Poradni Zaopatrzenia Ortopedycznego w Białymstoku,Orthopedic Supply Clinic Białystok
ORG01467,"""Oświaty Niezależnej""",OSNI,,Periodical,Organization,"""Oswiaty Niezaleznej""","""Oświaty Niezależnej"""
ORG01468,District Agricultural Organization and Circle Wielun,OTOiKR,Wielun,Factory,Organization,NA,District Agricultural Organization and Circle Wielun
ORG01469,District Mining Office Gliwice,OUG,Gliw,Government Agency Regional or Local,Organization,NA,District Mining Office Gliwice
ORG01470,Poultry Enterprise Opole,OZD,,Factory,Organization,NA,Poultry Enterprise Opole
ORG01471,"""Polska 2000"" Biuletyn PAN",P2000,,Periodical,Organization,NA,"""Polska 2000"" Biuletyn PAN"
ORG01472,Polish Association of American Studies,PAAS,,National Professional Association,Organization,NA,Polish Association of American Studies
ORG01473,Papal Academy of Theology Kraków,PACTK,,Postsecondary School,Organization,NA,Papal Academy of Theology Kraków
ORG01474,Polish Economic Agency,PAG,,Government Agency National,Organization,Polska Agencja Gospodarka,Polish Economic Agency
ORG01475,Polish Association of Housing Reform,PAHR,,National Professional Association,Organization,NA,Polish Association of Housing Reform
ORG01476,"""Palestrze""",Pales,,Periodical,Organization,NA,"""Palestrze"""
ORG01477,Polish Association of Legal Methodology,PALM,,National Professional Association,Organization,NA,Polish Association of Legal Methodology
ORG01478,PAN,PAN,,Research Institute,Organization,Polska Akademia Nauk,PAN
ORG01479,PAN Department of Legal Sciences,PAN,DOLS,Research Institute,Organization,NA,PAN
ORG01480,PAN Archive Kraków,PAN1,ARCK,Research Institute,Organization,NA,PAN Archive Kraków
ORG01481,PAN Committee for Ocean Research,PAN10,CFOR,Research Institute,Organization,NA,PAN Committee for Ocean Research
ORG01482,PAN Committee for Sociological Sciences,PAN11,CFSS,Research Institute,Organization,NA,PAN Committee for Sociological Sciences
ORG01483,PAN Committee of Environmental Engineers,PAN12,COEE,Research Institute,Organization,NA,PAN Committee of Environmental Engineers
ORG01484,PAN Committee on Economics,PAN13,COEC,Research Institute,Organization,Komitet Nauk Ekonomicznych PAN (KNE PAN),PAN Committee on Economics
ORG01485,PAN Committee on Fundamental Medical Science Sociology Commission,PAN14,COFMSSC,Research Institute,Organization,NA,PAN Committee on Fundamental Medical Science Sociology Commission
ORG01486,PAN Committee on Human Rehabilitation and Adaptation,PAN15,COHRA,Research Institute,Organization,NA,PAN Committee on Human Rehabilitation and Adaptation
ORG01487,PAN Committee on National Spatial Planning,PAN16,CONSP,Research Institute,Organization,NA,PAN Committee on National Spatial Planning
ORG01488,"PAN Committee ""People and the Environment""",PAN17,CPAE,Research Institute,Organization,"Komitet ""Człowiek i Środowisko"" PAN","PAN Committee ""People and the Environment"""
ORG01489,PAN Coordinating Committee for Research on the History of the Village,PAN18,CCRHV,Research Institute,Organization,NA,PAN Coordinating Committee for Research on the History of the Village
ORG01490,PAN Copernicus Astronomical Center,PAN19,CAC,Research Institute,Organization,NA,PAN Copernicus Astronomical Center
ORG01491,PAN Commission of the History of International Relations of the Committee of Academic History,PAN2,CHIR,Research Institute,Organization,NA,PAN Commission of the History of International Relations of the Committee of Academic History
ORG01492,PAN Council of Scientific Associations,PAN20,CSA,Research Institute,Organization,NA,PAN Council of Scientific Associations
ORG01493,PAN Department of Astronomy,PAN21,DOA,Research Institute,Organization,NA,PAN Department of Astronomy
ORG01494,PAN Department of Oceanography,PAN22,DOO,Research Institute,Organization,NA,PAN Department of Oceanography
ORG01495,PAN Environmental Planning Commission of the Committee for National Spatial Development,PAN23,CONSPEPC,Research Institute,Organization,NA,PAN Environmental Planning Commission of the Committee for National Spatial Development
ORG01496,PAN Institute of Biochemistry and Biophysics,PAN24,IBB,Research Institute,Organization,NA,PAN Institute of Biochemistry and Biophysics
ORG01497,PAN Institute of Economics,PAN25,IEC,Research Institute,Organization,Instytut Nauk Ekonomicznych PAN (INEPAN),PAN Institute of Economics
ORG01498,PAN Institute of Economics Department of Microanalysis,PAN26,IECDMIC,Research Institute,Organization,NA,PAN Institute of Economics Department of Microanalysis
ORG01499,PAN Institute of Fluid-Flow Machinery Gdańsk,PAN27,IFFMG,Research Institute,Organization,NA,PAN Institute of Fluid-Flow Machinery Gdańsk
ORG01500,PAN Institute of Fundamental Technological Research,PAN28,IPPT,Research Institute,Organization,IPPT,PAN Institute of Fundamental Technological Research
ORG01501,PAN Institute of Geography and Spatial Development,PAN29,IGSD,Research Institute,Organization,NA,PAN Institute of Geography and Spatial Development
ORG01502,PAN Commission on Comparative Church History,PAN3,CCCH,Research Institute,Organization,NA,PAN Commission on Comparative Church History
ORG01503,PAN Institute of History,PAN30,IH,Research Institute,Organization,NA,PAN Institute of History
ORG01504,PAN Institute of Immunology and Experimental Therapy,PAN31,IIET,Research Institute,Organization,NA,PAN Institute of Immunology and Experimental Therapy
ORG01505,PAN Institute of Law and Society,PAN32,ILAS,Research Institute,Organization,Instytut Nauk Prawnych PAN and Instytut Państwa i Prawa PAN ; Instytut Nauk Prawnych PAN,PAN Institute of Law and Society
ORG01506,PAN Institute of Machine Mathematics,PAN33,IMM,Research Institute,Organization,PAN Institute of Mathematics Machines,PAN Institute of Machine Mathematics
ORG01507,PAN Institute of Mathematics in Wrocław,PAN34,IMATHW,Research Institute,Organization,NA,PAN Institute of Mathematics in Wrocław
ORG01508,PAN Institute of Oceanology,PAN35,IOCEAN,Research Institute,Organization,NA,PAN Institute of Oceanology
ORG01509,PAN Institute of Organic Chemistry,PAN36,IORGC,Research Institute,Organization,NA,PAN Institute of Organic Chemistry
ORG01510,PAN Institute of Philosophy and Sociology,PAN37,IPS,Research Institute,Organization,PAN Institute of Philosophy and Sociology in Warsaw,PAN Institute of Philosophy and Sociology
ORG01511,PAN Institute of Physics,PAN38,IPHYSICS,Research Institute,Organization,NA,PAN Institute of Physics
ORG01512,PAN Institute of the History of Science Education and Technology,PAN39,IHSET,Research Institute,Organization,Instytut Historii Nauki Oswiaty i Techniki PAN,PAN Institute of the History of Science Education and Technology
ORG01513,PAN Committee on Agricultural Economics,PAN4,CAGEC,Research Institute,Organization,NA,PAN Committee on Agricultural Economics
ORG01514,PAN Laboratory for Social Sciences,PAN40,LSS,Research Institute,Organization,NA,PAN Laboratory for Social Sciences
ORG01515,PAN Library,PAN41,LIB,Research Institute,Organization,NA,PAN Library
ORG01516,PAN Mechanics Commission,PAN42,MECHC,Research Institute,Organization,NA,PAN Mechanics Commission
ORG01517,PAN Medical Sciences Commission,PAN43,MEDSC,Research Institute,Organization,NA,PAN Medical Sciences Commission
ORG01518,PAN Polimers Commission,PAN44,POLIC,Research Institute,Organization,NA,PAN Polimers Commission
ORG01519,PAN Water Resources Committee,PAN45,WRC,Research Institute,Organization,NA,PAN Water Resources Committee
ORG01520,PAN Commission of Demographic Sciences,PAN46,CDS,Research Institute,Organization,NA,PAN Commission of Demographic Sciences
ORG01521,PAN Commission for Spatial Development of the Country,PAN47,CSDC,Research Institute,Organization,NA,PAN Commission for Spatial Development of the Country
ORG01522,"PAN Commission of Research and Forecasts ""Poland 2000""",PAN48,P2000,Research Institute,Organization,NA,"PAN Commission of Research and Forecasts ""Poland 2000"""
ORG01523,PAN Institute of Ecology,PAN49,IEc,Research Institute,Organization,PAN Committee for Ecology,PAN Institute of Ecology
ORG01524,PAN Committee for Architecture and Urbanization Kraków,PAN5,CAUK,Research Institute,Organization,NA,PAN Committee for Architecture and Urbanization Kraków
ORG01525,PAN Committee on Electical Systems,PAN50,KET,Research Institute,Organization,Komitetu Elektrotechniki Polskiej Akademii Nauk ; PAN Committee on Electrical Systems,PAN Committee on Electical Systems
ORG01526,PAN Committee on Political Science,PAN51,CPN,Research Institute,Organization,NA,PAN Committee on Political Science
ORG01527,PAN Legal Sciences Committee,PAN52,KNP,Research Institute,Organization,PAN Commttee on Legal Sciences,PAN Legal Sciences Committee
ORG01528,PAN Committee on Human Development,PAN53,CRC,Research Institute,Organization,NA,PAN Committee on Human Development
ORG01529,PAN Institute of Nuclear Physics,PAN54,INP,Research Institute,Organization,NA,PAN Institute of Nuclear Physics
ORG01530,PAN Science Committee on Labor and Social Policy,PAN55,KNPiPS,Research Institute,Organization,NA,PAN Science Committee on Labor and Social Policy
ORG01531,PAN Committee on Metallurgy and Material Science,PAN56,KMetiNM,Research Institute,Organization,NA,PAN Committee on Metallurgy and Material Science
ORG01532,PAN Committee on Metallurgy,PAN57,KMet,Research Institute,Organization,NA,PAN Committee on Metallurgy
ORG01533,PAN Department of Scientific Research of the Upper Silesian Industrial District,PAN58,DSRUSID,Research Institute,Organization,NA,PAN Department of Scientific Research of the Upper Silesian Industrial District
ORG01534,PAN Committee on Machine Building,PAN59,CMB,Research Institute,Organization,NA,PAN Committee on Machine Building
ORG01535,PAN Committee for Architecture and Urbanization,PAN6,CAU,Research Institute,Organization,NA,PAN Committee for Architecture and Urbanization
ORG01536,PAN Committee on Science and Technical Progress,PAN60,CMB,Research Institute,Organization,NA,PAN Committee on Science and Technical Progress
ORG01537,PAN Committee on Economics in Wroclaw,PAN61,COECWr,Research Institute,Organization,PAN Komisja Nauk Ekonomicznych Oddz PAN we Wroclawiu,PAN Committee on Economics in Wroclaw
ORG01538,PAN Institute of Low Temperature and Structural Research,PAN62,ILTSR,Research Institute,Organization,NA,PAN Institute of Low Temperature and Structural Research
ORG01539,PAN Faculty of Medical Sciences,PAN63,WNM,Research Institute,Organization,PAN Wydział Naul Medycyjne,PAN Faculty of Medical Sciences
ORG01540,PAN Department of Scientific Research on Indusrialized Regions,PAN64,ZBRU,Research Institute,Organization,NA,PAN Department of Scientific Research on Indusrialized Regions
ORG01541,PAN Institute for Rural and Agriculutral Development,PAN65,IRWiR,Research Institute,Organization,Instytut Rozwoju Wsi i Rolnychny,PAN Institute for Rural and Agriculutral Development
ORG01542,PAN Commission for Electrical Engineering Sciences Poznan Branch,PAN66,KNEOP,Research Institute,Organization,NA,PAN Commission for Electrical Engineering Sciences Poznan Branch
ORG01543,PAN Committee for Electrical Engineering,PAN67,KElek,Research Institute,Organization,NA,PAN Committee for Electrical Engineering
ORG01544,PAN Institute for Polonia Research,PAN68,IBPol,Research Institute,Organization,NA,PAN Institute for Polonia Research
ORG01545,PAN Committee for Civil Engineering and Water,PAN69,KILiW,Research Institute,Organization,NA,PAN Committee for Civil Engineering and Water
ORG01546,PAN Committee for Chemistry,PAN7,CFC,Research Institute,Organization,NA,PAN Committee for Chemistry
ORG01547,PAN Department of Mineral Resources Management,PAN70,DoMRM,Research Institute,Organization,NA,PAN Department of Mineral Resources Management
ORG01548,PAN Center for Fundamental Problems of Mineral Resources and Energy Management,PAN71,CFPMREM,Research Institute,Organization,NA,PAN Center for Fundamental Problems of Mineral Resources and Energy Management
ORG01549,PAN Krakow Group,PAN72,OKrak,Research Institute,Organization,NA,PAN Krakow Group
ORG01550,PAN Department VII Earth Sciences and Mining Sciences,PAN73,DVII,Research Institute,Organization,NA,PAN Department VII Earth Sciences and Mining Sciences
ORG01551,PAN Committee on Pedagogical Sciences,PAN74,KNP,Research Institute,Organization,NA,PAN Committee on Pedagogical Sciences
ORG01552,PAN Committee on Neophilology,PAN75,CNP,Research Institute,Organization,NA,PAN Committee on Neophilology
ORG01553,PAN Institute of Systems Research,PAN76,IBS,Research Institute,Organization,NA,PAN Institute of Systems Research
ORG01554,PAN Committee on Problems of Labor and Social Policy,PAN77,KPPiPS,Research Institute,Organization,NA,PAN Committee on Problems of Labor and Social Policy
ORG01555,PAN Psychology Department,PAN78,ZPsy,Research Institute,Organization,NA,PAN Psychology Department
ORG01556,PAN Committee on Psychological Sciences,PAN79,KNPsy,Research Institute,Organization,NA,PAN Committee on Psychological Sciences
ORG01557,PAN Committee for Physics,PAN8,CFPH,Research Institute,Organization,Komitet Fizyka PAN,PAN Committee for Physics
ORG01558,PAN Presidium,PAN80,Pres,Research Institute,Organization,NA,PAN Presidium
ORG01559,PAN Committee for Space Research,PAN81,Kosm,Research Institute,Organization,NA,PAN Committee for Space Research
ORG01560,PAN Department of Mathematical Sciences Physics and Chemistry,PAN82,WNMPiC,Research Institute,Organization,NA,PAN Department of Mathematical Sciences Physics and Chemistry
ORG01561,PAN Committee on Mining,PAN83,KG,Research Institute,Organization,NA,PAN Committee on Mining
ORG01562,PAN Committee for Forest Sciences,PAN84,KND,Research Institute,Organization,NA,PAN Committee for Forest Sciences
ORG01563,PAN Environmental Engineering Committee,PAN85,KIL,Research Institute,Organization,NA,PAN Environmental Engineering Committee
ORG01564,PAN Department of Social Sciences,PAN86,WNS,Research Institute,Organization,NA,PAN Department of Social Sciences
ORG01565,PAN Department of Management Sciences,PAN87,ZNZ,Research Institute,Organization,NA,PAN Department of Management Sciences
ORG01566,PAN Department of History of Polish-Soviet Relations,PAN88,ZHPS,Research Institute,Organization,NA,PAN Department of History of Polish-Soviet Relations
ORG01567,PAN Institute of Botany,PAN89,IBot,Research Institute,Organization,NA,PAN Institute of Botany
ORG01568,PAN Committee for Pathology,PAN9,CFPA,Research Institute,Organization,NA,PAN Committee for Pathology
ORG01569,PAN Institute of Dendrology,PAN90,IDen,Research Institute,Organization,NA,PAN Institute of Dendrology
ORG01570,PAN Economics Statistical Research Group of Systems Research,PAN91,ZBSE,Research Institute,Organization,Zaklad Badan Statystyczno-Ekonomicznych PAN i GUS,PAN Economics Statistical Research Group of Systems Research
ORG01571,Polish Association of Neophilology,PANEO,,National Professional Association,Organization,NA,Polish Association of Neophilology
ORG01572,"""Panstwo i Prawo""",PaniPraw,,Periodical,Organization,NA,"""Panstwo i Prawo"""
ORG01573,Polish Press Agency,PAP,,Periodical,Organization,NA,Polish Press Agency
ORG01574,"""Paragraf""",PARA,,Periodical,Organization,NA,"""Paragraf"""
